behavior,gamma,seed,coverage_bin,coverage_adequate,right_reward_events_per_10000,g_plus_events_per_10000,target_mean_abs_error,target_mean_mc_tolerance,target_mean_within_mc_tolerance,soft_mean_bellman_residual,sampled_mean_bellman_residual,soft_mean_value_error,sampled_mean_value_error,soft_greedy_raw_return,sampled_greedy_raw_return
uniform_random,0.99,5,starved,False,15.666666666666668,0.2,2.0133892918890173e-05,0.0001312220297420295,True,0.001548190857438071,0.0037991875411258007,0.32695714388792096,0.3112534517975595,79.37,0.0
uniform_random,0.99,6,starved,False,10.200000000000001,0.4,1.7118475717649295e-05,0.00015827373799294836,True,0.001926241864887034,0.004814192898121354,0.3521424553246766,0.25905567448072647,80.38,2.000000000000001
uniform_random,0.99,7,starved,False,13.600000000000001,0.26666666666666666,2.4459276929608698e-06,0.00012928593493214262,True,0.0014224658941672092,0.0017639555719601112,0.33539314417502286,0.30711799016925134,79.28,81.54
uniform_random,0.99,8,starved,False,11.4,0.33333333333333337,6.63264940385655e-06,0.00015375966375516547,True,0.0012340565223224777,0.0024650249590051007,0.3455650927148799,0.2749172850258251,80.63,2.000000000000001
uniform_random,0.99,9,starved,False,10.533333333333335,0.5333333333333333,1.69495034965661e-05,0.0001603355554713786,True,0.0017242716697207366,0.004138718315123069,0.34844117481499565,0.2527084476492129,81.03,0.0
uniform_random,0.995,0,starved,False,13.333333333333332,0.4,1.1204451976658258e-05,0.00010872423125122055,True,0.0008572671543196157,0.010929591535579672,0.37907270619426653,0.23598743201179015,78.93,0.0
uniform_random,0.995,1,starved,False,11.999999999999998,0.2,7.771039102467958e-06,8.39452894335626e-05,True,0.0008067863143205641,0.006158887121085535,0.3823062099636574,0.31667672454646284,80.96,0.0
uniform_random,0.995,2,starved,False,10.200000000000001,0.26666666666666666,1.7347904838746486e-05,0.0001235990180748146,True,0.0008339420260413399,0.0012875668823053032,0.38535212189279844,0.29633046830153437,79.85,2.000000000000001
uniform_random,0.995,3,starved,False,10.733333333333333,0.26666666666666666,1.2822664086309388e-05,0.000111708942222101,True,0.0007113653305998903,0.006651614905434142,0.38441291575580383,0.2775099765701057,80.41,2.000000000000001
uniform_random,0.995,4,starved,False,9.533333333333333,0.13333333333333333,1.2087145654673254e-05,7.932043017443774e-05,True,0.0008602506954087805,0.0011916957150600958,0.38769672315912174,0.34998634864227546,79.67,80.4
uniform_random,0.995,5,starved,False,9.466666666666667,0.4666666666666667,3.290964300878274e-05,0.0001526860045675966,True,0.0007787257259132891,0.00484198006109784,0.3876356548067381,0.22098453041684293,79.37,0.0
uniform_random,0.995,6,starved,False,11.999999999999998,0.33333333333333337,1.4305570415110158e-05,0.00013288851113362577,True,0.000777141170618467,0.002454788711098374,0.3808668825858948,0.26681084900916346,80.38,0.0
uniform_random,0.995,7,starved,False,11.266666666666666,0.06666666666666667,1.6116784462798695e-05,7.230568948139321e-05,True,0.0007925344952479067,0.0068691912893843856,0.3857239369623053,0.38013714085539463,79.28,2.000000000000001
uniform_random,0.995,8,starved,False,12.2,0.26666666666666666,7.529310164684777e-06,9.55469886836291e-05,True,0.0006949572633220517,0.001047854490798442,0.37977751766329443,0.3256971900379298,80.63,0.0
uniform_random,0.995,9,starved,False,12.266666666666667,0.06666666666666667,6.769601330117864e-06,7.836503022486643e-05,True,0.0008290180882244624,0.0010959613732774518,0.38136269413592205,0.36739456028648054,81.03,2.000000000000001
mild_right_bias,0.95,0,borderline,False,61.86666666666667,4.133333333333333,9.181855878601097e-05,0.0007225539495154815,True,0.005742164612949366,0.01167428204091595,0.008151892204507648,0.051005895292653536,78.93,79.03
mild_right_bias,0.95,1,borderline,False,67.4,4.0,3.401469702724036e-05,0.0006807524948199519,True,0.003097709026318005,0.010010610101711703,0.005613398601249743,0.013816111286450715,80.96,2.000000000000001
